,videoId,textDisplay,textOriginal,parentId,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
10,DwWwe8XNBEo,Pasa tu cuenta si lo prefieres para practibar boosteada.,Pasa tu cuenta si lo prefieres para practibar boosteada.,UgwFSlbfjizLx-Dqcf14AaABAg,Toxic,https://yt3.ggpht.com/a/AATXAJxFRuBO5sirj-Oj-U1OrXAqXrDr01BUNqGYNANQYQ=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCH9VqsMMeYjBxEg7ffhkgkA,{'value': 'UCH9VqsMMeYjBxEg7ffhkgkA'},True,none,0,2020-08-15T12:30:46Z,2020-08-15T12:30:46Z
11,DwWwe8XNBEo,Mejor créate otra cuenta jajajja,Mejor créate otra cuenta jajajja,UgwFSlbfjizLx-Dqcf14AaABAg,Jesus Díaz fuentes,https://yt3.ggpht.com/a/AATXAJwk-G8C8neDsVaU6-EUVc2mAQ2OhlLdptelwa7NHw=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCpDecW8AxG96398fHcrq7uA,{'value': 'UCpDecW8AxG96398fHcrq7uA'},True,none,0,2020-08-03T19:13:35Z,2020-08-03T19:13:35Z
12,DwWwe8XNBEo,Jajaja,Jajaja,UgwFSlbfjizLx-Dqcf14AaABAg,Harley,https://yt3.ggpht.com/a/AATXAJwESmG0zFljKdfm613Xyo6jpAReWvH2Rdgxo6dl=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCTtIFnIP4VsjpU8CCWM6IQA,{'value': 'UCTtIFnIP4VsjpU8CCWM6IQA'},True,none,0,2020-08-02T22:01:19Z,2020-08-02T22:01:19Z
13,DwWwe8XNBEo,looool,looool,UgwFSlbfjizLx-Dqcf14AaABAg,Aleister L. Autumn,https://yt3.ggpht.com/a/AATXAJxHUcrEFAo7C1PcJUS2tlPAunQP5eCOhA7gu6If=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCeSaTqU2qIKAX6btIbVH-TQ,{'value': 'UCeSaTqU2qIKAX6btIbVH-TQ'},True,none,0,2020-08-02T19:41:08Z,2020-08-02T19:41:08Z
14,DwWwe8XNBEo,De hecho la ult del od antes era por la diferencia de inteligencia ahora es por la diferencia de mana pool y su ult no incrementa tu inteligencia por carga sino por diferencia de mana,De hecho la ult del od antes era por la diferencia de inteligencia ahora es por la diferencia de mana pool y su ult no incrementa tu inteligencia por carga sino por diferencia de mana,UgyTrrXVdsct8lQUFYV4AaABAg,Adrian Good,https://yt3.ggpht.com/a/AATXAJxPlFsqnS06ZXcxiabmyyYhog_sJix6gOq7oJ4BFA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC99LLPqXRjCmpA2p2mrGQew,{'value': 'UC99LLPqXRjCmpA2p2mrGQew'},True,none,0,2020-08-03T08:29:05Z,2020-08-03T08:29:05Z
15,DwWwe8XNBEo,@Jorge Francisco Quispe Gamarra <br />Int = mana regen + mana capacity<br />Agi= attack speed attack damage + armor<br />Str= health regen + health capacity <br />Dependiendo de que atributo principal sea tu heroe gana daño base por el atributo,"@Jorge Francisco Quispe Gamarra 
Int = mana regen + mana capacity
Agi= attack speed attack damage + armor
Str= health regen + health capacity 
Dependiendo de que atributo principal sea tu heroe gana daño base por el atributo",UgyTrrXVdsct8lQUFYV4AaABAg,Adrian Good,https://yt3.ggpht.com/a/AATXAJxPlFsqnS06ZXcxiabmyyYhog_sJix6gOq7oJ4BFA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC99LLPqXRjCmpA2p2mrGQew,{'value': 'UC99LLPqXRjCmpA2p2mrGQew'},True,none,0,2020-08-03T08:27:21Z,2020-08-03T08:27:21Z
16,DwWwe8XNBEo,Así es mira:<br />La inteligencia = Capacidad de mana<br />La Agilidad = Armadura<br />La Fuerza = Vida<br />Aunque dan más cosas aparte de eso pero así de a poquitos aprendelo xd,"Así es mira:
La inteligencia = Capacidad de mana
La Agilidad = Armadura
La Fuerza = Vida
Aunque dan más cosas aparte de eso pero así de a poquitos aprendelo xd",UgyTrrXVdsct8lQUFYV4AaABAg,Jorge Francisco Quispe Gamarra,https://yt3.ggpht.com/a/AATXAJzdHKFtQ6klxmyIhEA_SfgbzaglVYMlGtV9GqenNg=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCrf6yf84FzB0-_C35y7XVdQ,{'value': 'UCrf6yf84FzB0-_C35y7XVdQ'},True,none,0,2020-08-03T07:04:01Z,2020-08-03T07:04:23Z
17,DwWwe8XNBEo,+inteligencia = +mana,+inteligencia = +mana,UgyTrrXVdsct8lQUFYV4AaABAg,Daniel David Aldapi Mamani,https://yt3.ggpht.com/a/AATXAJxGzQFsdNMCyL-y2WI4gCKjEMAXYC1UqJqKpcbQLA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCULBJ2T2qMR4u7Vy9ux14PA,{'value': 'UCULBJ2T2qMR4u7Vy9ux14PA'},True,none,3,2020-08-02T15:05:40Z,2020-08-02T15:05:40Z
18,DwWwe8XNBEo,Sacaba botas de fase el slardar hubiese estado en torre todo el rato,Sacaba botas de fase el slardar hubiese estado en torre todo el rato,UgwRh0QJdda_UodQ2Mt4AaABAg,el tio teemo tejón,https://yt3.ggpht.com/a/AATXAJwysqMOF3NNS8bIiEo1L7M_uHFPSg_0B-ikeGeY=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC18ggaWnDejvd7y-z9Q3n9Q,{'value': 'UC18ggaWnDejvd7y-z9Q3n9Q'},True,none,0,2020-08-02T12:05:05Z,2020-08-02T12:05:05Z
19,DwWwe8XNBEo,"@Jill Valentine No lo voy a negar, pero como el profe dice una buena muteada baja un poco la toxicidad. 😅😅","@Jill Valentine No lo voy a negar, pero como el profe dice una buena muteada baja un poco la toxicidad. 😅😅",Ugw_VgsYgvOu1602BMd4AaABAg,ReyXDOmega,https://yt3.ggpht.com/a/AATXAJyNk10rO2ul6cKmhM3WGkVBSMCUaPdblHe_7g=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCjwDeQWll56iVg9o1F4t_Bw,{'value': 'UCjwDeQWll56iVg9o1F4t_Bw'},True,none,0,2020-08-02T17:39:30Z,2020-08-02T17:39:30Z
20,DwWwe8XNBEo,<b>Y TU NO TE ENCUENTRAS CON GENTE ASI?</b>,*Y TU NO TE ENCUENTRAS CON GENTE ASI?*,Ugw_VgsYgvOu1602BMd4AaABAg,Jill Valentine,https://yt3.ggpht.com/a/AATXAJy9pfmG7EfaeAb-j34_4OzJMmQkkxRgLkUmiZ5N=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCpQ8NjHrAZa52PKLH7KOZKQ,{'value': 'UCpQ8NjHrAZa52PKLH7KOZKQ'},True,none,0,2020-08-02T15:54:46Z,2020-08-02T15:54:46Z
21,DwWwe8XNBEo,"<b>EL PROSOR SE EQUIVOCO MUCHO AL PRINCIPIO DEL JUEGO, TAMBIEN UNA PARTE DONDE LA ABUELA METIO ULTI AL VOID Y ESTE SALTO PORQUE EL PROSOR NO LE METIO ULTI Y TERMINO MATANDO A LA ABUELA</b>","*EL PROSOR SE EQUIVOCO MUCHO AL PRINCIPIO DEL JUEGO, TAMBIEN UNA PARTE DONDE LA ABUELA METIO ULTI AL VOID Y ESTE SALTO PORQUE EL PROSOR NO LE METIO ULTI Y TERMINO MATANDO A LA ABUELA*",UgxZ15VHfbLpWj_weHp4AaABAg,Jill Valentine,https://yt3.ggpht.com/a/AATXAJy9pfmG7EfaeAb-j34_4OzJMmQkkxRgLkUmiZ5N=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCpQ8NjHrAZa52PKLH7KOZKQ,{'value': 'UCpQ8NjHrAZa52PKLH7KOZKQ'},True,none,0,2020-08-02T15:53:32Z,2020-08-02T15:53:32Z
22,DwWwe8XNBEo,Creo que fue porque el también necesitaba ganar nivel. Pero el slark tenia la linea y si sacaba su 6 se curaba en porcentaje. Fue muy buena tu pregunta.,Creo que fue porque el también necesitaba ganar nivel. Pero el slark tenia la linea y si sacaba su 6 se curaba en porcentaje. Fue muy buena tu pregunta.,UgxZ15VHfbLpWj_weHp4AaABAg,Lautaro Oña,https://yt3.ggpht.com/a/AATXAJzzUDUPwI5LChRuBOy8fWsFyLlXX6XdGKatb6HZ=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCxuaXcdcf05tXHB0KwTd2mw,{'value': 'UCxuaXcdcf05tXHB0KwTd2mw'},True,none,1,2020-08-02T07:55:40Z,2020-08-02T07:55:40Z
23,DwWwe8XNBEo,"El ultimate de silencer es disipable, heraldito","El ultimate de silencer es disipable, heraldito",UgwQsa5ZJuej_sUEFzp4AaABAg,Ronald Heredia,https://yt3.ggpht.com/a/AATXAJypx7SnXVAsOiwiocAHFE-C0bMyklZ-SOM5-Q=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC10qOYF3jfvNxPNK1zBFZag,{'value': 'UC10qOYF3jfvNxPNK1zBFZag'},True,none,0,2020-08-25T18:04:49Z,2020-08-25T18:04:49Z
24,DwWwe8XNBEo,"Quien te ha engañado, si se usa el global y luego se activa la bkb, el silence se disipa","Quien te ha engañado, si se usa el global y luego se activa la bkb, el silence se disipa",UgwQsa5ZJuej_sUEFzp4AaABAg,Miguel Ortiz Ortiz,https://yt3.ggpht.com/a/AATXAJxOuYbQhm3Iybpi5j0DUSKsiD9dMikXCfdoO6CSHA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UChrex884gZnAQPnKZ98AutA,{'value': 'UChrex884gZnAQPnKZ98AutA'},True,none,1,2020-08-02T08:14:16Z,2020-08-02T08:14:16Z
25,DwWwe8XNBEo,Para abrir lineas de tosas formas su segundo spell controla la tf animal 2k,Para abrir lineas de tosas formas su segundo spell controla la tf animal 2k,Ugxb8ndzDjHYejs_ThB4AaABAg,Jeverton Diaz,https://yt3.ggpht.com/a/AATXAJzwR-_rhKi9Y5tQuAR804_gg0m6hp_wWF1QgA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC5Gpa9t9TAbGI9We97G5hrQ,{'value': 'UC5Gpa9t9TAbGI9We97G5hrQ'},True,none,0,2020-08-09T21:12:16Z,2020-08-09T21:12:16Z
26,DwWwe8XNBEo,Para Abrir Lineas y dejar que las Kakas Farmeen..<br /><br />Mientras hace split push.,"Para Abrir Lineas y dejar que las Kakas Farmeen..

Mientras hace split push.",Ugxb8ndzDjHYejs_ThB4AaABAg,Luis Angel Guzman,https://yt3.ggpht.com/a/AATXAJyfM3zDVkmKEk03aqet16mH30n0kXqPMRFj-w=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC1MEgj1Oxq8HQjUDieXVPSw,{'value': 'UC1MEgj1Oxq8HQjUDieXVPSw'},True,none,3,2020-08-02T19:17:07Z,2020-08-02T19:17:07Z
27,DwWwe8XNBEo,"@un weon sin futuro X2, necesita mucho espacio","@un weon sin futuro X2, necesita mucho espacio",UgwnuN08-3kzcAvLtFh4AaABAg,Harley,https://yt3.ggpht.com/a/AATXAJwESmG0zFljKdfm613Xyo6jpAReWvH2Rdgxo6dl=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCTtIFnIP4VsjpU8CCWM6IQA,{'value': 'UCTtIFnIP4VsjpU8CCWM6IQA'},True,none,0,2020-08-02T22:11:28Z,2020-08-02T22:11:28Z
28,DwWwe8XNBEo,@Gino José Huayhua Arroyo osea que el prosor haga una guia normal p pero voltear  una partida con am  si tu mid y off no hacen espacio es dificil solo se gana si el equipo enemigo no presiona,@Gino José Huayhua Arroyo osea que el prosor haga una guia normal p pero voltear  una partida con am  si tu mid y off no hacen espacio es dificil solo se gana si el equipo enemigo no presiona,UgwnuN08-3kzcAvLtFh4AaABAg,un weon sin futuro,https://yt3.ggpht.com/a/AATXAJx3152JWbK6PqNwdkNz-WWJzCFV1hRY4lFyOQ=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCTMZZRF2KJvoP5O_3Sf2XYg,{'value': 'UCTMZZRF2KJvoP5O_3Sf2XYg'},True,none,0,2020-08-02T15:30:39Z,2020-08-02T15:30:39Z
29,DwWwe8XNBEo,@un weon sin futuro es que la última que subió fue demasiado fácil hasta el mismo dijo que no sé si cuente como guía jaja,@un weon sin futuro es que la última que subió fue demasiado fácil hasta el mismo dijo que no sé si cuente como guía jaja,UgwnuN08-3kzcAvLtFh4AaABAg,Gino José Huayhua Arroyo,https://yt3.ggpht.com/a/AATXAJw3QO0tDgMSP7wFgRwV132agnyt9p7GGOlEFtR2=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCx6YHVgy-QsYM4jQK6ePllw,{'value': 'UCx6YHVgy-QsYM4jQK6ePllw'},True,none,0,2020-08-02T13:46:28Z,2020-08-02T13:46:28Z
30,DwWwe8XNBEo,No se puede,No se puede,UgwnuN08-3kzcAvLtFh4AaABAg,un weon sin futuro,https://yt3.ggpht.com/a/AATXAJx3152JWbK6PqNwdkNz-WWJzCFV1hRY4lFyOQ=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCTMZZRF2KJvoP5O_3Sf2XYg,{'value': 'UCTMZZRF2KJvoP5O_3Sf2XYg'},True,none,0,2020-08-02T07:28:29Z,2020-08-02T07:28:29Z
31,DwWwe8XNBEo,@Anaru Sama aya anaru sama si ese es tu nombre prefiero brayan 😂😂,@Anaru Sama aya anaru sama si ese es tu nombre prefiero brayan 😂😂,UgwAXkrn0ZTWqYPxb1t4AaABAg,Brayan Shery,https://yt3.ggpht.com/a/AATXAJyvN42LYsECS1KE7MZhDP00qg4mMwC9ZBCmbQ=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC8o9cx8DwFcuml4PLoYRQkg,{'value': 'UC8o9cx8DwFcuml4PLoYRQkg'},True,none,0,2020-08-02T16:03:54Z,2020-08-02T16:03:54Z
32,DwWwe8XNBEo,"no se si seras el sven de verdad. Pero tenias que ser un &quot;brayan&quot;,  escribiendo hasta el culo.....","no se si seras el sven de verdad. Pero tenias que ser un ""brayan"",  escribiendo hasta el culo.....",UgwAXkrn0ZTWqYPxb1t4AaABAg,Anaru Sama,https://yt3.ggpht.com/a/AATXAJydJfKieCRtYOXs3sDH3J1lOEaOthGTIHItPw=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCKNpKgG7eKFGQXsm5JqdBPw,{'value': 'UCKNpKgG7eKFGQXsm5JqdBPw'},True,none,0,2020-08-02T08:18:28Z,2020-08-02T08:18:28Z
33,DwWwe8XNBEo,@David Love un clasico que el off se ponga a farmear todo el juego y saque items de daño.,@David Love un clasico que el off se ponga a farmear todo el juego y saque items de daño.,UgwUhvkjy4QFCLO40kR4AaABAg,RIPDoc,https://yt3.ggpht.com/a/AATXAJw0_9ax-CX-uRzI5YUro1Nc9gEZ-JU7pA4w_A=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCQbblmuNFLj409Oz3x4n1sw,{'value': 'UCQbblmuNFLj409Oz3x4n1sw'},True,none,0,2020-08-05T05:07:41Z,2020-08-05T05:07:41Z
34,DwWwe8XNBEo,Uno de quinientos seguro. La mayoría saca items core o pickea cores de off y lo sabes. !! Lo mismo pasa con supports. Ogros haciendo de primer item Midas o lions de segundo hacen AS . Pero más seguido es de off itemizado de core,Uno de quinientos seguro. La mayoría saca items core o pickea cores de off y lo sabes. !! Lo mismo pasa con supports. Ogros haciendo de primer item Midas o lions de segundo hacen AS . Pero más seguido es de off itemizado de core,UgwUhvkjy4QFCLO40kR4AaABAg,David Love,https://yt3.ggpht.com/a/AATXAJyZ1KFhaKTdvZFxDHRdFxDp9OcrVyeONBixb-s_=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCL9_oBprhYtv7-1UvaF6HJg,{'value': 'UCL9_oBprhYtv7-1UvaF6HJg'},True,none,1,2020-08-05T04:40:46Z,2020-08-05T04:40:46Z
35,DwWwe8XNBEo,El resto está bien dicho,El resto está bien dicho,UgyakBlPjtZlAe9YIy14AaABAg,Ronald Heredia,https://yt3.ggpht.com/a/AATXAJypx7SnXVAsOiwiocAHFE-C0bMyklZ-SOM5-Q=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC10qOYF3jfvNxPNK1zBFZag,{'value': 'UC10qOYF3jfvNxPNK1zBFZag'},True,none,0,2020-08-25T17:57:09Z,2020-08-25T17:57:09Z
36,DwWwe8XNBEo,"@Henry Ocaña el que dirige el inicio del juego no es el Mid, son los 2 suports, apoyan al mid u otros cores con ganks ya que sin ellos no sería nada el mid. A partir del Mid Game los cores ya dominan el juego y posteriormente el HC lo finaliza. Todo es una cadena de prioridad, el mid no lo es todo, esto no es LOL es Dota2.","@Henry Ocaña el que dirige el inicio del juego no es el Mid, son los 2 suports, apoyan al mid u otros cores con ganks ya que sin ellos no sería nada el mid. A partir del Mid Game los cores ya dominan el juego y posteriormente el HC lo finaliza. Todo es una cadena de prioridad, el mid no lo es todo, esto no es LOL es Dota2.",UgyakBlPjtZlAe9YIy14AaABAg,Ronald Heredia,https://yt3.ggpht.com/a/AATXAJypx7SnXVAsOiwiocAHFE-C0bMyklZ-SOM5-Q=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC10qOYF3jfvNxPNK1zBFZag,{'value': 'UC10qOYF3jfvNxPNK1zBFZag'},True,none,0,2020-08-25T17:56:23Z,2020-08-25T17:56:23Z
37,DwWwe8XNBEo,@Julio Cesar Sanchez Guerra eso era antes cuando el ward no era gratis. Ahora que los wards son gratis ambos wardean por igual.,@Julio Cesar Sanchez Guerra eso era antes cuando el ward no era gratis. Ahora que los wards son gratis ambos wardean por igual.,UgyakBlPjtZlAe9YIy14AaABAg,Ronald Heredia,https://yt3.ggpht.com/a/AATXAJypx7SnXVAsOiwiocAHFE-C0bMyklZ-SOM5-Q=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC10qOYF3jfvNxPNK1zBFZag,{'value': 'UC10qOYF3jfvNxPNK1zBFZag'},True,none,0,2020-08-25T17:46:23Z,2020-08-25T17:46:23Z
38,DwWwe8XNBEo,"@Maycol Aponte Velasquez ambas posiciones compran wards y apoyan con sus habilidades, no es solo trabajo del 5. La diferencia es que el 4 hace más rotaciones porque normalmente se pickea de 4 un héroe con mucha movilidad, incapacitación, debuff o split push. Nada más, esa es la única diferencia después son exactamente iguales con las mismas responsabilidades","@Maycol Aponte Velasquez ambas posiciones compran wards y apoyan con sus habilidades, no es solo trabajo del 5. La diferencia es que el 4 hace más rotaciones porque normalmente se pickea de 4 un héroe con mucha movilidad, incapacitación, debuff o split push. Nada más, esa es la única diferencia después son exactamente iguales con las mismas responsabilidades",UgyakBlPjtZlAe9YIy14AaABAg,Ronald Heredia,https://yt3.ggpht.com/a/AATXAJypx7SnXVAsOiwiocAHFE-C0bMyklZ-SOM5-Q=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC10qOYF3jfvNxPNK1zBFZag,{'value': 'UC10qOYF3jfvNxPNK1zBFZag'},True,none,0,2020-08-25T17:45:02Z,2020-08-25T17:45:02Z
